OBJECTID,FULL_NAME,STR_NAME,STR_TYPE,MIX_FULL,MIX_NAME,GSA_LEFT,GSA_RIGHT,STR_CODE_L,STR_CODE_R,Shape__Length
1769876,REGINA TERR,REGINA,TERR,Regina Terr,Regina,HALIFAX,HALIFAX,687,687,506.8116446
1769877,KALEIGH DR,KALEIGH,DR,Kaleigh Dr,Kaleigh,EASTERN PASSAGE,EASTERN PASSAGE,7890,7890,715.8312817
1769878,CHIPSTONE CL,CHIPSTONE,CL,Chipstone Cl,Chipstone,HALIFAX,HALIFAX,1042,1042,315.2314051
1769879,EMILY CRT,EMILY,CRT,Emily Crt,Emily,LOWER SACKVILLE,LOWER SACKVILLE,7502,7502,90.11202282
1769880,SUMAC LANE,SUMAC,LANE,Sumac Lane,Sumac,HALIFAX,HALIFAX,792,792,308.7281493
1769881,CARRIAGE WAY TERR,CARRIAGE WAY,TERR,Carriage Way Terr,Carriage Way,LOWER SACKVILLE,LOWER SACKVILLE,7225,7225,212.1063398
1769882,PARKLANE DR,PARKLANE,DR,Parklane Dr,Parklane,LOWER SACKVILLE,LOWER SACKVILLE,8401,8401,949.7754726
1769883,BEDFORD BYPS,BEDFORD,BYPS,Bedford Byps,Bedford,BEDFORD,BEDFORD,15080,15080,9578.037967
1769884,SILVER TERR,SILVER,TERR,Silver Terr,Silver,BEDFORD,BEDFORD,5166,5166,438.1108113
1769885,SPRING ST,SPRING,ST,Spring St,Spring,BEDFORD,BEDFORD,5169,5169,300.792508
1769886,MUMFORD RD,MUMFORD,RD,Mumford Rd,Mumford,HALIFAX,HALIFAX,579,579,2398.090322
1769887,SWAINE ST,SWAINE,ST,Swaine St,Swaine,HALIFAX,HALIFAX,798,798,294.9414571
1769888,STUART GRAHAM DR,STUART GRAHAM,DR,Stuart Graham Dr,Stuart Graham,HALIFAX,HALIFAX,16590,16590,107.7350874
1769889,THORNE AVE,THORNE,AVE,Thorne Ave,Thorne,DARTMOUTH,DARTMOUTH,6655,6655,761.0894924
1769890,MELROSE CRES,MELROSE,CRES,Melrose Cres,Melrose,EASTERN PASSAGE,EASTERN PASSAGE,8199,8199,1450.198133
1769891,OCEANLEA DR,OCEANLEA,DR,Oceanlea Dr,Oceanlea,EASTERN PASSAGE,EASTERN PASSAGE,8340,8340,1067.959883
1769892,KOHAR CRT,KOHAR,CRT,Kohar Crt,Kohar,EASTERN PASSAGE,EASTERN PASSAGE,7945,7945,219.420741
1769893,GREENPARK CL,GREENPARK,CL,Greenpark Cl,Greenpark,HALIFAX,HALIFAX,15704,15704,475.6033021
1769894,MEISNER LANE,MEISNER,LANE,Meisner Lane,Meisner,LOWER EAST CHEZZETCOOK,LOWER EAST CHEZZETCOOK,10663,10663,444.2858445
1769895,BOLANDS ISLAND RD,BOLANDS ISLAND,RD,Boland Island Rd,Boland Island,LOWER EAST CHEZZETCOOK,LOWER EAST CHEZZETCOOK,10157,10157,438.1294819
1769896,MOOSELAND RD,MOOSELAND,RD,Mooseland Rd,Mooseland,JACKET LAKE,JACKET LAKE,16684,16684,8645.866892
1769897,MOOSELAND RD,MOOSELAND,RD,Mooseland Rd,Mooseland,RIVER LAKE,RIVER LAKE,16685,16685,6279.338738
1769898,HIGHWAY 7,HIGHWAY 7, ,Highway 7,Highway 7,BEECH HILL,BEECH HILL,16686,16686,2449.734644
1769899,RINGLING CRT,RINGLING,CRT,Ringling Crt,Ringling,FALL RIVER,FALL RIVER,16687,16687,325.3888144
1769900,TENSHIRE CRT,TENSHIRE,CRT,Tenshire Crt,Tenshire,MIDDLE SACKVILLE,MIDDLE SACKVILLE,16690,16690,367.4542474
1769901,GENTRY LANE,GENTRY,LANE,Gentry Lane,Gentry,WEST PENNANT,WEST PENNANT,16691,16691,127.9649673
1769902,GLENCAIRN AVE,GLENCAIRN,AVE,Glencairn Ave,Glencairn,FALL RIVER,FALL RIVER,16694,16694,933.4978403
1769903,BEAR LANE,BEAR,LANE,Bear Lane,Bear,BEAVER BANK,BEAVER BANK,16904,16904,164.1056557
1769904,ARMENIA DR,ARMENIA,DR,Armenia Dr,Armenia,EASTERN PASSAGE,EASTERN PASSAGE,4371,4371,475.8865423
1769905,FREDERICK DR,FREDERICK,DR,Frederick Dr,Frederick,COW BAY,COW BAY,7589,7589,292.7573426
1769906,ORION DR,ORION,DR,Orion Dr,Orion,EASTERN PASSAGE,EASTERN PASSAGE,8384,8384,313.231741
1769907,PATRICIA RD,PATRICIA,RD,Patricia Rd,Patricia,EASTERN PASSAGE,EASTERN PASSAGE,8418,8418,244.3457509
1769908,MANOR DR,MANOR,DR,Manor Dr,Manor,LOWER SACKVILLE,LOWER SACKVILLE,8123,8123,802.4371793
1769909,TORRINGTON DR,TORRINGTON,DR,Torrington Dr,Torrington,HALIFAX,HALIFAX,816,816,1207.256924
1769910,PARKVALE CRES,PARKVALE,CRES,Parkvale Cres,Parkvale,BEDFORD,BEDFORD,5140,5140,350.3130573
1769911,ARMOYAN CRT,ARMOYAN,CRT,Armoyan Crt,Armoyan,BEDFORD,BEDFORD,5009,5009,206.0374444
1769912,PARTRIDGE LANE,PARTRIDGE,LANE,Partridge Lane,Partridge,BEDFORD,BEDFORD,5141,5141,180.9801927
1769913,PEREGRINE CRES,PEREGRINE,CRES,Peregrine Cres,Peregrine,BEDFORD,BEDFORD,5142,5142,882.1049992
1769914,STONERIDGE CRT,STONERIDGE,CRT,Stoneridge Crt,Stoneridge,BEDFORD,BEDFORD,5172,5172,258.5317133
1769915,STORY CRT,STORY,CRT,Story Crt,Story,BEDFORD,BEDFORD,5173,5173,100.9265413
1769916,SUNRISE HILL,SUNRISE,HILL,Sunrise Hill,Sunrise,BEDFORD,BEDFORD,5177,5177,527.5751039
1769917,BEDFORD ST,BEDFORD,ST,Bedford St,Bedford,BEDFORD,BEDFORD,5016,5016,387.8219608
1769918,BEECH ST,BEECH,ST,Beech St,Beech,BEDFORD,BEDFORD,5018,5018,138.144724
1769919,PANORAMA LANE,PANORAMA,LANE,Panorama Lane,Panorama,BEDFORD,BEDFORD,5137,5137,246.0041855
1769920,PINE ST,PINE,ST,Pine St,Pine,BEDFORD,BEDFORD,5144,5144,150.4081969
1769921,PLEASANT ST,PLEASANT,ST,Pleasant St,Pleasant,BEDFORD,BEDFORD,5145,5145,154.6340277
1769922,REDBANK RD,REDBANK,RD,Redbank Rd,Redbank,BEDFORD,BEDFORD,5148,5148,379.1770294
1769923,SEAPOINT RD,SEAPOINT,RD,Seapoint Rd,Seapoint,DARTMOUTH,DARTMOUTH,17059,17059,525.9450951
1769924,GEORGE ST,GEORGE,ST,George St,George,HALIFAX,HALIFAX,345,345,450.057255
1769925,MARKET ST,MARKET,ST,Market St,Market,HALIFAX,HALIFAX,526,526,486.2232896
1769926,PRINCE ST,PRINCE,ST,Prince St,Prince,HALIFAX,HALIFAX,660,660,612.1903443
1769927,CATHEDRAL LANE,CATHEDRAL,LANE,Cathedral Lane,Cathedral,HALIFAX,HALIFAX,16659,16659,387.198326
1769928,GLENBOURNE CRT,GLENBOURNE,CRT,Glenbourne Crt,Glenbourne,HALIFAX,HALIFAX,1075,1075,400.3714093
1769929,BROWN AVE,BROWN,AVE,Brown Ave,Brown,DARTMOUTH,DARTMOUTH,6091,6091,551.8986796
1769930,DAWN DR,DAWN,DR,Dawn Dr,Dawn,DARTMOUTH,DARTMOUTH,6175,6175,169.7394985
1769931,SCOTCH PINE TERR,SCOTCH PINE,TERR,Scotch Pine Terr,Scotch Pine,HALIFAX,HALIFAX,1076,1076,280.2779941
1769932,WOODLAWN TERR,WOODLAWN,TERR,Woodlawn Terr,Woodlawn,HALIFAX,HALIFAX,891,891,199.5706007
1769933,THIRD ST,THIRD,ST,Third St,Third,HALIFAX,HALIFAX,808,808,323.5693964
1769934,GRAFTON ST,GRAFTON,ST,Grafton St,Grafton,HALIFAX,HALIFAX,361,361,666.2895736
1769935,BANCROFT LANE,BANCROFT,LANE,Bancroft Lane,Bancroft,DARTMOUTH,DARTMOUTH,15782,15782,147.5226893
1769936,TIDEWATER LANE,TIDEWATER,LANE,Tidewater Lane,Tidewater,DARTMOUTH,DARTMOUTH,6657,6657,71.9981735
1769937,WADDELL AVE,WADDELL,AVE,Waddell Ave,Waddell,DARTMOUTH,DARTMOUTH,6683,6683,333.4217331
1769938,WOURNELL DR,WOURNELL,DR,Wournell Dr,Wournell,DARTMOUTH,DARTMOUTH,6718,6718,195.8802172
1769939,HEBDEN CRT,HEBDEN,CRT,Hebden Crt,Hebden,DARTMOUTH,DARTMOUTH,10390,10390,150.9829868
1769940,BEDFORD ROW,BEDFORD,ROW,Bedford Row,Bedford,HALIFAX,HALIFAX,70,70,329.5839007
1769941,BIRMINGHAM ST,BIRMINGHAM,ST,Birmingham St,Birmingham,HALIFAX,HALIFAX,96,96,589.2960926
1769942,BISHOP ST,BISHOP,ST,Bishop St,Bishop,HALIFAX,HALIFAX,97,97,287.9403685
1769943,BLOWERS ST,BLOWERS,ST,Blowers St,Blowers,HALIFAX,HALIFAX,107,107,306.9144427
1769944,PETER BUCKLEY DR,PETER BUCKLEY,DR,Peter Buckley Dr,Peter Buckley,LOWER SACKVILLE,LOWER SACKVILLE,8439,8439,505.3155438
1769945,HARRINGTON DR,HARRINGTON,DR,Harrington Dr,Harrington,HALIFAX,HALIFAX,379,379,144.0170669
1769946,SALZBURG PL,SALZBURG,PL,Salzburg Pl,Salzburg,HALIFAX,HALIFAX,16717,16717,304.3982353
1769947,BLINK BONNIE TERR,BLINK BONNIE,TERR,Blink Bonnie Terr,Blink Bonnie,HALIFAX,HALIFAX,103,103,297.9395772
1769948,BLOOMINGDALE TERR,BLOOMINGDALE,TERR,Bloomingdale Terr,Bloomingdale,HALIFAX,HALIFAX,106,106,633.8112584
1769949,SOUTH ARMCRESCENT ST,SOUTH ARMCRESCENT,ST,South Armcrescent St,South Armcrescent,HALIFAX,HALIFAX,31,31,121.4804926
1769950,STUDLEY AVE,STUDLEY,AVE,Studley Ave,Studley,HALIFAX,HALIFAX,789,789,303.8544047
1769951,MACDONALD AVE,MACDONALD,AVE,Macdonald Ave,Macdonald,DARTMOUTH,DARTMOUTH,6419,6419,2194.786094
1769952,ROYLES AVE,ROYLES,AVE,Royles Ave,Royles,DARTMOUTH,DARTMOUTH,15009,15009,247.8788479
1769953,HALIBURTON AVE,HALIBURTON,AVE,Haliburton Ave,Haliburton,DARTMOUTH,DARTMOUTH,15010,15010,150.9043747
1769954,YORKSHIRE AVE EXT,YORKSHIRE AVE,EXT,Yorkshire Ave Ext,Yorkshire Ave,DARTMOUTH,DARTMOUTH,6726,6726,316.2083313
1769955,HAIDA CIR,HAIDA,CIR,Haida Cir,Haida,DARTMOUTH,DARTMOUTH,6800,6800,148.8424298
1769956,OLAND CRT,OLAND,CRT,Oland Crt,Oland,DARTMOUTH,DARTMOUTH,6498,6498,198.4086757
1769957,ASCOT WAY,ASCOT,WAY,Ascot Way,Ascot,LOWER SACKVILLE,LOWER SACKVILLE,6974,6974,405.6526892
1769958,YOUNG AVE,YOUNG,AVE,Young Ave,Young,HALIFAX,HALIFAX,900,900,2381.293584
1769959,VICTORIA RD,VICTORIA,RD,Victoria Rd,Victoria,HALIFAX,HALIFAX,837,837,913.9088934
1769960,WRIGHT AVE,WRIGHT,AVE,Wright Ave,Wright,HALIFAX,HALIFAX,894,894,174.3507477
1769961,YORK ST,YORK,ST,York St,York,HALIFAX,HALIFAX,899,899,292.11272
1769962,NOLAS LANE,NOLAS,LANE,Nolas Lane,Nolas,EASTERN PASSAGE,EASTERN PASSAGE,16626,16626,216.5284556
1769963,WRIGHTS COVE RD,WRIGHTS COVE,RD,Wrights Cove Rd,Wrights Cove,DARTMOUTH,DARTMOUTH,6720,6720,1892.72585
1769964,ILSLEY AVE,ILSLEY,AVE,Ilsley Ave,Ilsley,DARTMOUTH,DARTMOUTH,6330,6330,2995.554781
1769965,MENGONI AVE,MENGONI,AVE,Mengoni Ave,Mengoni,DARTMOUTH,DARTMOUTH,6448,6448,314.5210229
1769966,MANOR LANE,MANOR,LANE,Manor Lane,Manor,HALIFAX,HALIFAX,562,562,204.5435294
1769967,SCARFE CRT,SCARFE,CRT,Scarfe Crt,Scarfe,DARTMOUTH,DARTMOUTH,6595,6595,154.980244
1769968,SIMMONDS DR,SIMMONDS,DR,Simmonds Dr,Simmonds,DARTMOUTH,DARTMOUTH,6611,6611,2224.756067
1769969,PERCY ST,PERCY,ST,Percy St,Percy,HALIFAX,HALIFAX,639,639,496.3883903
1769970,ROCKY LAKE DR,ROCKY LAKE,DR,Rocky Lake Dr,Rocky Lake,BEDFORD,BEDFORD,5153,5153,4938.75567
1769971,CHAPAIS DR,CHAPAIS,DR,Chapais Dr,Chapais,LOWER SACKVILLE,LOWER SACKVILLE,7251,7251,595.4466754
1769972,SKYRIDGE AVE,SKYRIDGE,AVE,Skyridge Ave,Skyridge,LOWER SACKVILLE,LOWER SACKVILLE,8726,8726,1885.208988
1769973,BROADHOLME LANE,BROADHOLME,LANE,Broadholme Lane,Broadholme,HALIFAX,HALIFAX,133,133,770.2191153
1769974,ARMCRESCENT EAST DR,ARMCRESCENT EAST,DR,Armcrescent East Dr,Armcrescent East,HALIFAX,HALIFAX,32,32,491.4101558
1769975,ARMCRESCENT WEST AVE,ARMCRESCENT WEST,AVE,Armcrescent West Ave,Armcrescent West,HALIFAX,HALIFAX,33,33,513.5869196
1769976,ARMVIEW AVE,ARMVIEW,AVE,Armview Ave,Armview,HALIFAX,HALIFAX,37,37,544.9663753
1769977,BLUE THISTLE RD,BLUE THISTLE,RD,Blue Thistle Rd,Blue Thistle,HALIFAX,HALIFAX,1077,1077,367.8822522
1769978,DUNDEE LANE,DUNDEE,LANE,Dundee Lane,Dundee,DARTMOUTH,DARTMOUTH,6196,6196,198.3567548
1769979,FERGUSON RD,FERGUSON,RD,Ferguson Rd,Ferguson,DARTMOUTH,DARTMOUTH,6238,6238,223.0942627
1769980,TAYLORWOOD LANE,TAYLORWOOD,LANE,Taylorwood Lane,Taylorwood,EASTERN PASSAGE,EASTERN PASSAGE,16669,16669,468.7279988
1769981,HIGHWAY 102 SB ON RAMP,HIGHWAY 102 SB ON,RAMP,Highway 102 SB On Ramp,Highway 102 SB On,HALIFAX,HALIFAX,965,965,327.4555023
1769982,PENSTOCK CRT,PENSTOCK,CRT,Penstock Crt,Penstock,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8431,8431,162.1608339
1769983,NORIA CRES,NORIA,CRES,Noria Cres,Noria,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8303,8303,658.5242009
1769984,RAVENROCK LANE,RAVENROCK,LANE,Ravenrock Lane,Ravenrock,HALIFAX,HALIFAX,682,682,337.6873279
1769985,DEEPWOOD CRES,DEEPWOOD,CRES,Deepwood Cres,Deepwood,HALIFAX,HALIFAX,245,245,804.5388093
1769986,LOFTY PINE RD,LOFTY PINE,RD,Lofty Pine Rd,Lofty Pine,POPES HARBOUR,POPES HARBOUR,10949,10949,466.1781299
1769987,BORDEN AVE,BORDEN,AVE,Borden Ave,Borden,DARTMOUTH,DARTMOUTH,6072,6072,690.3626442
1769988,FRAZEE AVE,FRAZEE,AVE,Frazee Ave,Frazee,DARTMOUTH,DARTMOUTH,6254,6254,666.7117019
1769989,HIGHWAY 102 SB EXIT 0 OFF RAMP,HIGHWAY 102 SB EXIT 0 OFF,RAMP,Highway 102 SB Exit 0 Off Ramp,Highway 102 SB Exit 0 Off,HALIFAX,HALIFAX,1138,1138,937.0093442
1769990,SAWYER CRES,SAWYER,CRES,Sawyer Cres,Sawyer,MIDDLE SACKVILLE,MIDDLE SACKVILLE,8633,8633,450.0774399
1769991,POLARA CRT,POLARA,CRT,Polara Crt,Polara,LOWER SACKVILLE,LOWER SACKVILLE,8470,8470,112.1783583
1769992,QUAKER CRES,QUAKER,CRES,Quaker Cres,Quaker,LOWER SACKVILLE,LOWER SACKVILLE,8496,8496,1179.843401
1769993,HALLMARK AVE,HALLMARK,AVE,Hallmark Ave,Hallmark,LOWER SACKVILLE,LOWER SACKVILLE,7684,7684,2273.855408
1769994,CRYSTAL CRT,CRYSTAL,CRT,Crystal Crt,Crystal,LOWER SACKVILLE,LOWER SACKVILLE,7370,7370,116.9183779
1769995,GOVERNMENT WHARF RD,GOVERNMENT WHARF,RD,Government Wharf Rd,Government Wharf,EASTERN PASSAGE,EASTERN PASSAGE,10358,10358,449.0688178
1769996,NORTHUMBERLAND LANE,NORTHUMBERLAND,LANE,Northumberland Lane,Northumberland,HALIFAX,HALIFAX,16571,16571,208.0478773
1769997,BONAVENTURE DR,BONAVENTURE,DR,Bonaventure Dr,Bonaventure,HALIFAX,HALIFAX,111,111,139.8785222
1769998,GOVERNMENT WHARF RD,GOVERNMENT WHARF,RD,Government Wharf Rd,Government Wharf,EASTERN PASSAGE,EASTERN PASSAGE,10358,10358,449.0688178
1769999,RAPTOR WAY,RAPTOR,WAY,Raptor Way,Raptor,SHEARWATER,SHEARWATER,16777,16777,2034.15688
1770000,BOTANY TERR,BOTANY,TERR,Botany Terr,Botany,HALIFAX,HALIFAX,115,115,253.8295698
1770001,SATURN DR,SATURN,DR,Saturn Dr,Saturn,LOWER SACKVILLE,LOWER SACKVILLE,8628,8628,307.8850817
1770002,GLENN DR,GLENN,DR,Glenn Dr,Glenn,HALIFAX,HALIFAX,355,355,516.900713
1770003,ROSEBANK AVE,ROSEBANK,AVE,Rosebank Ave,Rosebank,HALIFAX,HALIFAX,714,714,584.0507781
1770004,KLINE ST,KLINE,ST,Kline St,Kline,HALIFAX,HALIFAX,460,460,708.3318476
1770005,MEADOWBROOK DR,MEADOWBROOK,DR,Meadowbrook Dr,Meadowbrook,BEDFORD,BEDFORD,5118,5118,1522.16969
1770006,HORIZON RD,HORIZON,RD,Horizon Rd,Horizon,BEDFORD,BEDFORD,5094,5094,318.3071886
1770007,LINCOLN DR,LINCOLN,DR,Lincoln Dr,Lincoln,BEDFORD,BEDFORD,5105,5105,322.5736306
1770008,MADISON DR,MADISON,DR,Madison Dr,Madison,BEDFORD,BEDFORD,5113,5113,560.9221919
1770009,MEADOWVIEW DR,MEADOWVIEW,DR,Meadowview Dr,Meadowview,BEDFORD,BEDFORD,5119,5119,405.4953389
1770010,MITCHELL CRT,MITCHELL,CRT,Mitchell Crt,Mitchell,BEDFORD,BEDFORD,5123,5123,209.9054234
1770011,MONARCH DR,MONARCH,DR,Monarch Dr,Monarch,BEDFORD,BEDFORD,5125,5125,263.6810144
1770012,JUDY AVE,JUDY,AVE,Judy Ave,Judy,LOWER SACKVILLE,LOWER SACKVILLE,7880,7880,1051.171963
1770013,QUEENS CRT,QUEENS,CRT,Queens Crt,Queens,LOWER SACKVILLE,LOWER SACKVILLE,8499,8499,238.3958687
1770014,QUINN DR,QUINN,DR,Quinn Dr,Quinn,LOWER SACKVILLE,LOWER SACKVILLE,8501,8501,105.7389545
1770015,ROCKY LAKE DR,ROCKY LAKE,DR,Rocky Lake Dr,Rocky Lake,WAVERLEY,WAVERLEY,8565,8565,6247.237965
1770016,BAYVIEW RD,BAYVIEW,RD,Bayview Rd,Bayview,HALIFAX,HALIFAX,65,65,1612.490455
1770017,BRAESIDE LANE,BRAESIDE,LANE,Braeside Lane,Braeside,HALIFAX,HALIFAX,119,119,198.6063316
1770018,CRESTHAVEN DR,CRESTHAVEN,DR,Cresthaven Dr,Cresthaven,HALIFAX,HALIFAX,228,228,1162.960565
1770019,ASHWOOD CRT,ASHWOOD,CRT,Ashwood Crt,Ashwood,EASTERN PASSAGE,EASTERN PASSAGE,6983,6983,98.29356819
1770020,SANDLEWOOD TERR,SANDLEWOOD,TERR,Sandlewood Terr,Sandlewood,EASTERN PASSAGE,EASTERN PASSAGE,8614,8614,568.9246822
1770021,SCOTT DR,SCOTT,DR,Scott Dr,Scott,EASTERN PASSAGE,EASTERN PASSAGE,8645,8645,173.058778
1770022,DEYOUNG DR,DEYOUNG,DR,Deyoung Dr,Deyoung,EASTERN PASSAGE,EASTERN PASSAGE,7413,7413,261.9108391
1770023,MACDONALDS BEACH RD,MACDONALDS BEACH,RD,Macdonalds Beach Rd,Macdonalds Beach,EASTERN PASSAGE,EASTERN PASSAGE,16778,16778,1779.928573
1770024,LIGHTHOUSE LANE,LIGHTHOUSE,LANE,Lighthouse Lane,Lighthouse,EASTERN PASSAGE,EASTERN PASSAGE,16622,16622,179.4036655
1770025,NANCY OSBORNE LANE,NANCY OSBORNE,LANE,Nancy Osborne Lane,Nancy Osborne,EASTERN PASSAGE,EASTERN PASSAGE,16623,16623,177.0057225
1770026,FRANCIS DR,FRANCIS,DR,Francis Dr,Francis,EASTERN PASSAGE,EASTERN PASSAGE,16628,16628,160.0020359
1770027,CONTINENTAL LANE,CONTINENTAL,LANE,Continental Lane,Continental,EASTERN PASSAGE,EASTERN PASSAGE,7790,7790,350.3507856
1770028,HILLTOP DR,HILLTOP,DR,Hilltop Dr,Hilltop,LOWER SACKVILLE,LOWER SACKVILLE,10500,10500,871.6308664
1770029,LINDSAY CRT,LINDSAY,CRT,Lindsay Crt,Lindsay,LOWER SACKVILLE,LOWER SACKVILLE,8029,8029,258.8438177
1770030,ELGIN LANE,ELGIN,LANE,Elgin Lane,Elgin,BEDFORD,BEDFORD,5067,5067,313.9407857
1770031,OBRINE ST,OBRINE,ST,Obrine St,Obrine,BEDFORD,BEDFORD,5130,5130,144.578619
1770032,TOPHILL RD,TOPHILL,RD,Tophill Rd,Tophill,BEDFORD,BEDFORD,5179,5179,188.5495895
1770033,INDIA ST,INDIA,ST,India St,India,DARTMOUTH,DARTMOUTH,6331,6331,284.9066803
1770034,SAPPHIRE CRES,SAPPHIRE,CRES,Sapphire Cres,Sapphire,LOWER SACKVILLE,LOWER SACKVILLE,8623,8623,543.9144621
1770035,SARATOGA DR,SARATOGA,DR,Saratoga Dr,Saratoga,LOWER SACKVILLE,LOWER SACKVILLE,8627,8627,568.6332066
1770036,UNION ST,UNION,ST,Union St,Union,BEDFORD,BEDFORD,5183,5183,1363.928488
1770037,SUNNYDALE CRES,SUNNYDALE,CRES,Sunnydale Cres,Sunnydale,BEDFORD,BEDFORD,5176,5176,553.4940958
1770038,WINDROCK DR,WINDROCK,DR,Windrock Dr,Windrock,BEDFORD,BEDFORD,5190,5190,456.0491648
1770039,HINES RD,HINES,RD,Hines Rd,Hines,EASTERN PASSAGE,EASTERN PASSAGE,7781,7781,4128.67442
1770040,REGENCY PARK DR,REGENCY PARK,DR,Regency Park Dr,Regency Park,HALIFAX,HALIFAX,15569,15569,1278.946514
1770041,BELLEVUE AVE,BELLEVUE,AVE,Bellevue Ave,Bellevue,HALIFAX,HALIFAX,76,76,725.0708416
1770042,WATERLOO ST,WATERLOO,ST,Waterloo St,Waterloo,HALIFAX,HALIFAX,851,851,298.0573566
1770043,WELLINGTON ST,WELLINGTON,ST,Wellington St,Wellington,HALIFAX,HALIFAX,856,856,626.0384594
1770044,BOWER RD,BOWER,RD,Bower Rd,Bower,HALIFAX,HALIFAX,116,116,109.0362661
1770045,TOWER TERR,TOWER,TERR,Tower Terr,Tower,HALIFAX,HALIFAX,818,818,193.3829582
1770046,BRIDGES ST,BRIDGES,ST,Bridges St,Bridges,HALIFAX,HALIFAX,126,126,327.1028434
1770047,CARTARET ST,CARTARET,ST,Cartaret St,Cartaret,HALIFAX,HALIFAX,154,154,300.505368
1770048,DAVIS ST,DAVIS,ST,Davis St,Davis,HALIFAX,HALIFAX,240,240,155.11847
1770049,PARKSTONE RD,PARKSTONE,RD,Parkstone Rd,Parkstone,DARTMOUTH,DARTMOUTH,6511,6511,402.869263
1770050,PARKSTONE TERR,PARKSTONE,TERR,Parkstone Terr,Parkstone,DARTMOUTH,DARTMOUTH,6512,6512,99.37989742
1770051,PINEWOOD DR,PINEWOOD,DR,Pinewood Dr,Pinewood,DARTMOUTH,DARTMOUTH,6530,6530,264.7892736
1770052,MIDDLE ST,MIDDLE,ST,Middle St,Middle,DARTMOUTH,DARTMOUTH,6452,6452,318.3437088
1770053,YORKSHIRE AVE,YORKSHIRE,AVE,Yorkshire Ave,Yorkshire,DARTMOUTH,DARTMOUTH,6725,6725,290.4174537
1770054,BRIARWOOD DR,BRIARWOOD,DR,Briarwood Dr,Briarwood,EASTERN PASSAGE,EASTERN PASSAGE,7160,7160,1318.991148
1770055,DISCIPLES WAY,DISCIPLES,WAY,Disciples Way,Disciples,EASTERN PASSAGE,EASTERN PASSAGE,16492,16492,130.6825546
1770056,CASCADE DR,CASCADE,DR,Cascade Dr,Cascade,HALIFAX,HALIFAX,155,155,417.8034426
1770057,ROBIN ST,ROBIN,ST,Robin St,Robin,HALIFAX,HALIFAX,702,702,87.17189697
1770058,ORIOLE ST,ORIOLE,ST,Oriole St,Oriole,HALIFAX,HALIFAX,617,617,207.3874127
1770059,INGLEWOOD DR,INGLEWOOD,DR,Inglewood Dr,Inglewood,HALIFAX,HALIFAX,418,418,484.783849
1770060,WINONA CRES,WINONA,CRES,Winona Cres,Winona,HALIFAX,HALIFAX,879,879,335.6701302
1770061,TREMONT DR,TREMONT,DR,Tremont Dr,Tremont,HALIFAX,HALIFAX,822,822,933.1821386
1770062,GORSEBROOK AVE,GORSEBROOK,AVE,Gorsebrook Ave,Gorsebrook,HALIFAX,HALIFAX,359,359,302.3554827
1770063,FRASER ST,FRASER,ST,Fraser St,Fraser,HALIFAX,HALIFAX,336,336,302.6585134
1770064,LUNDYS LANE,LUNDYS,LANE,Lundys Lane,Lundys,HALIFAX,HALIFAX,500,500,109.5152176
1770065,MARLBOROUGH AVE,MARLBOROUGH,AVE,Marlborough Ave,Marlborough,HALIFAX,HALIFAX,527,527,782.5208289
1770066,MURRAY PL,MURRAY,PL,Murray Pl,Murray,HALIFAX,HALIFAX,581,581,182.6906173
1770067,ADMIRAL COVE DR,ADMIRAL COVE,DR,Admiral Cove Dr,Admiral Cove,BEDFORD,BEDFORD,5003,5003,592.1100327
1770068,AMBERCREST DR,AMBERCREST,DR,Ambercrest Dr,Ambercrest,BEDFORD,BEDFORD,5005,5005,348.7534823
1770069,NOTTINGHAM ST,NOTTINGHAM,ST,Nottingham St,Nottingham,BEDFORD,BEDFORD,10719,10719,1866.877739
1770070,ROWLEDGE LANE,ROWLEDGE,LANE,Rowledge Lane,Rowledge,BEDFORD,BEDFORD,17063,17063,165.4960489
1770071,NOOTKA AVE,NOOTKA,AVE,Nootka Ave,Nootka,DARTMOUTH,DARTMOUTH,6802,6802,778.0389008
1770072,ALGONQUIN PATH,ALGONQUIN,PATH,Algonquin Path,Algonquin,DARTMOUTH,DARTMOUTH,6803,6803,132.949255
1770073,CAYUGA DR,CAYUGA,DR,Cayuga Dr,Cayuga,DARTMOUTH,DARTMOUTH,6804,6804,691.5243113
1770074,OJIBWAY LANE,OJIBWAY,LANE,Ojibway Lane,Ojibway,DARTMOUTH,DARTMOUTH,6806,6806,203.7304882
1770075,HURON CRES,HURON,CRES,Huron Cres,Huron,DARTMOUTH,DARTMOUTH,6807,6807,320.2959253
1770076,SCARLET RD,SCARLET,RD,Scarlet Rd,Scarlet,HALIFAX,HALIFAX,740,740,550.256382
1770077,COW BAY RD,COW BAY,RD,Cow Bay Rd,Cow Bay,COW BAY,COW BAY,7352,7352,9942.714767
1770078,BRIAR PL,BRIAR,PL,Briar Pl,Briar,HALIFAX,HALIFAX,124,124,164.8790709
1770079,JEEP CRES,JEEP,CRES,Jeep Cres,Jeep,EASTERN PASSAGE,EASTERN PASSAGE,15557,15557,1136.490466
1770080,SAMUEL DANIAL DR,SAMUEL DANIAL,DR,Samuel Danial Dr,Samuel Danial,EASTERN PASSAGE,EASTERN PASSAGE,10844,10844,766.5813385
