PARK_ID,HECTARES,PARK_NAME,PARK_TYPE,,,,,,,,,,,
5067,2.37,AFRICVILLE LOOKOFF PARK,Neighbourhood,,,,,,,,,,,
5072,0.48,SAINT MARY'S ELEMENTARY SCHOOL PARK,Neighbourhood,,,,,,,,,,,
5073,0.02,GREEN STREET PARKETTE,Neighbourhood,,,,,,,,,,,
5074,1.51,ST. ANDREW'S COMMUNITY CENTRE PARK,Regional,,,,,,,,,,,
5075,2.24,SYCAMORE LANE ELEMENTARY SCHOOL PARK,Neighbourhood,,,,,,,,,,,
5076,0.48,GRANITE COVE DRIVE PARK,Community,,,,,,,,,,,
5077,0.88,LOWER FLINN PARK,Community,,,,,,,,,,,
5078,1.38,BI-HI PARK,Community,,,,,,,,,,,
5079,0.26,C. A. BECKETT PARK,Neighbourhood,,,,,,,,,,,
5080,0.08,MELWOOD AVENUE PARK,Neighbourhood,,,,,,,,,,,
5081,0.07,WILLIAMS LAKE ROAD POCKET PARK,Community,,,,,,,,,,,
5082,6.34,ROCKINGSTONE HEIGHTS SCHOOL PARK,Community,,,,,,,,,,,
5083,6.55,ROACHES POND BALL DIAMOND PARK,Community,,,,,,,,,,,
5084,0.65,TERENCE BAY ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5085,5.32,LYNWOOD DRIVE PARK,Neighbourhood,,,,,,,,,,,
5086,1.42,TARA DRIVE PARK,Community,,,,,,,,,,,
5087,0.33,MAPLE DRIVE PARK,Neighbourhood,,,,,,,,,,,
5088,0.57,BUCKINGHAM DRIVE PARK,Neighbourhood,,,,,,,,,,,
5089,4.37,BIG LATTER POND PARK,Community,,,,,,,,,,,
5090,1.69,WILLIAM KING ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5091,11.03,BEDFORD BARRENS,Regional,,,,,,,,,,,
5095,1.2,WAVERLEY ROAD ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5096,5.24,AUBURN DRIVE HIGH SCHOOL PARK,Community,,,,,,,,,,,
5097,0.51,LAKEFRONT CONSOLIDATED ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5098,1.35,GLEN SLAUNWHITE MEMORIAL PARK,Community,,,,,,,,,,,
5100,10.37,SMELT BROOK PARK,Community,,,,,,,,,,,
5101,0.09,MARY BETH BENEDICT MEMORIAL PARK,Community,,,,,,,,,,,
5102,2.77,EAGLEWOOD ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5103,3.21,BEDFORD JUNIOR HIGH SCHOOL PARK,Community,,,,,,,,,,,
5104,5.48,ROCKY LAKE JUNIOR HIGH SCHOOL PARK,District,,,,,,,,,,,
5105,6.58,GARY MARTIN DRIVE PARK,Regional,,,,,,,,,,,
5106,0.43,DANNY DRIVE PARK,Community,,,,,,,,,,,
5107,0.1,MELVILLE ISLAND LOOKOFF PARK,Community,,,,,,,,,,,
5108,1.9,BEL AYR ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5109,2.12,ERIC GRAVES MEMORIAL JUNIOR HIGH SCHOOL PARK,Community,,,,,,,,,,,
5110,0.79,SUSSEX DRIVE PARK,Neighbourhood,,,,,,,,,,,
5111,1.93,ATLANTIC VIEW ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5112,8.22,OYSTER POND ACADEMY PARK,Community,,,,,,,,,,,
5113,2.97,SILVERSIDES RESIDENTS ASSOCIATION PARK,Neighbourhood,,,,,,,,,,,
5114,0.81,RIVER PARK,Neighbourhood,,,,,,,,,,,
5115,2.9,UPPER MUSQUODOBOIT ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5116,0.37,SCOTS LAKE PARK,Community,,,,,,,,,,,
5117,3.33,DUNCAN MACMILLAN HIGH SCHOOL PARK,Community,,,,,,,,,,,
5118,1.61,SHEET HARBOUR ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5119,0.71,HATCHET LAKE PARK,Community,,,,,,,,,,,
5120,0.22,HIGH ROAD PARK,Community,,,,,,,,,,,
5121,0.4,PINEHAVEN DRIVE PARK,Community,,,,,,,,,,,
5122,1.52,OLDFIELD CONSOLIDATED ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5123,10.17,HAROLD T. BARRETT JUNIOR HIGH SCHOOL PARK,Community,,,,,,,,,,,
5124,0.97,GREENFOREST PARK,Community,,,,,,,,,,,
5125,0.17,LAKELAND STREET PARK,Neighbourhood,,,,,,,,,,,
5126,0.05,FLETCHER DRIVE PARK,Neighbourhood,,,,,,,,,,,
5127,2.96,GRAHAM CREIGHTON JUNIOR HIGH SCHOOL PARK,Community,,,,,,,,,,,
5128,2.64,BELL PARK ACADEMIC CENTRE PARK,Community,,,,,,,,,,,
5129,0.12,CROWELL ROAD PARK,Neighbourhood,,,,,,,,,,,
5130,0.51,SCHWARZWALD PARK,Neighbourhood,,,,,,,,,,,
5131,0.25,LUCY COURT PARK,Neighbourhood,,,,,,,,,,,
5132,0.2,SHEET HARBOUR LIONS PARK,Community,,,,,,,,,,,
5133,2.52,GREENPARK CLOSE PARK,Community,,,,,,,,,,,
5134,3.76,HUMBER PARK ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5135,0.2,SEBASTIAN PLACE PARK,Neighbourhood,,,,,,,,,,,
5136,0.21,CABOT PLACE PARK,Neighbourhood,,,,,,,,,,,
5137,0.22,MERKEL PLACE PARK,Neighbourhood,,,,,,,,,,,
5138,0.21,COLUMBUS PLACE PARK,Neighbourhood,,,,,,,,,,,
5141,2.49,BASSWOOD RUN PARK,Community,,,,,,,,,,,
5143,0.18,SOUTH RIDGE CIRCLE PARK,Neighbourhood,,,,,,,,,,,
5144,0.3,CANNON TERRACE PARK,Neighbourhood,,,,,,,,,,,
5145,0.93,PIGGOTT AVENUE PARK,Neighbourhood,,,,,,,,,,,
5146,0.59,JOSEPH HOWE ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5147,1.85,WAVERLEY MEMORIAL ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5148,2.44,MICHAEL WALLACE ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5149,0.69,NELSON WHYNDER ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5150,1.94,GERALD B. GRAY PARK,District,,,,,,,,,,,
5151,1.4,SHATFORD MEMORIAL ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5152,0.39,FORMER LAKEVIEW CONSOLIDATED SCHOOL PARK,Community,,,,,,,,,,,
5153,0.12,SUN KEY DRIVE PARK,Neighbourhood,,,,,,,,,,,
5154,5.23,GAETZ BROOK JUNIOR HIGH SCHOOL PARK,Community,,,,,,,,,,,
5155,1.63,COLONEL JOHN STUART ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5156,4.44,UPPER HAMMONDS PLAINS RECREATION CENTRE PARK,Community,,,,,,,,,,,
5157,10.8,MUSQUODOBOIT RURAL HIGH SCHOOL PARK,Community,,,,,,,,,,,
5158,1.22,ECOLE DES BEAUX-MARAIS PARK,Community,,,,,,,,,,,
5159,10.85,MUSQUODOBOIT VALLEY EDUCATION CENTRE PARK,Community,,,,,,,,,,,
5160,1.01,ADMIRAL WESTPHAL ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5161,1.93,BEAVER BANK KINSAC ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5162,1.46,DUTCH SETTLEMENT ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5163,1.7,EAST ST. MARGARET'S CONSOLIDATED SCHOOL PARK,Community,,,,,,,,,,,
5164,3.07,GORDON BELL PARK,Community,,,,,,,,,,,
5165,3.6,EASTERN SHORE DISTRICT HIGH SCHOOL PARK,Community,,,,,,,,,,,
5166,3.26,HOLLAND ROAD ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5167,3.92,UNNAMED PARK 12,,,,,,,,,,,,
5168,1.11,ALBANY TERRACE PARK,Neighbourhood,,,,,,,,,,,
5169,0.08,CLEVELAND BREWER PARK,Neighbourhood,,,,,,,,,,,
5170,0.05,DEVILS ISLAND VIEW PARK,,,,,,,,,,,,
5171,3.77,BIRCH HILL LAKE PARK,Community,,,,,,,,,,,
5172,0.971,HEDDAS WAY PARK,Neighbourhood,,,,,,,,,,,
5173,0.97,WILLIAM ROSS PARK,Community,,,,,,,,,,,
5174,0.62,MALAY FALLS BEACH PARK,Community,,,,,,,,,,,
5175,5.95,THE GULLIES PARK,Community,,,,,,,,,,,
5176,0.16,GLADSTONE RIDGE PARK,Neighbourhood,,,,,,,,,,,
5177,34.19,SHEARWATER FLYER TRAIL PARK,Regional,,,,,,,,,,,
5178,6.81,ECOLE SECONDAIRE DU SOMMET PARK,District,,,,,,,,,,,
5179,6.22,STONINGTON PARK,Community,,,,,,,,,,,
5180,3.36,PEBBLECREEK CRESCENT PARK,Community,,,,,,,,,,,
5181,0.12,SOUTHGATE DRIVE PARK,Neighbourhood,,,,,,,,,,,
5182,0.09,LETHBRIDGE AVENUE PARK,Neighbourhood,,,,,,,,,,,
5183,3.12,CLAM HARBOUR ROAD PARK,Community,,,,,,,,,,,
5184,0.1,RIDDING ROAD PARK,Neighbourhood,,,,,,,,,,,
5185,3,MOUNT ROYALE PARK,Community,,,,,,,,,,,
5186,0.13,RIVERWOOD DRIVE PARK,Neighbourhood,,,,,,,,,,,
5187,1.61,LAKE CHARLOTTE BOAT LAUNCH,,,,,,,,,,,,
5188,0.49,NADIA DRIVE PARK,Neighbourhood,,,,,,,,,,,
5189,0.94,BRYANSTON ROAD PARK,Neighbourhood,,,,,,,,,,,
5190,2.26,TYLER SAMPSON PARK,Community,,,,,,,,,,,
5191,0.47,GRAFTON STREET PARK,Community,,,,,,,,,,,
5192,38.91,BEECHVILLE LAKESIDE TIMBERLEA TRAIL PARK,Regional,,,,,,,,,,,
5193,12.59,COLE HARBOUR SALT MARSH TRAIL,Regional,,,,,,,,,,,
5194,0.33,JOSHUA SLOCUM AVENUE PARK,Neighbourhood,,,,,,,,,,,
5195,0.19,MURRAY DRIVE PARK,Neighbourhood,,,,,,,,,,,
5196,0.28,MAPLE GROVE AVENUE PARK,Neighbourhood,,,,,,,,,,,
5197,1.54,BUNCHBERRY LANE PARK,Community,,,,,,,,,,,
5198,7.17,PORTERS LAKE ELEMENTARY SCHOOL PARK,Community,,,,,,,,,,,
5199,1.6,GOLDENEYE DRIVE PARK,Community,,,,,,,,,,,
5200,0.34,CHAIN OF LAKES TRAIL PARK,Regional,,,,,,,,,,,
5201,13.01,UNNAMED PARK 13,Community,,,,,,,,,,,
5202,0.13,KEYPORT AVENUE PARK,Neighbourhood,,,,,,,,,,,
5203,0.02,STOKIL DRIVE PARK,Community,,,,,,,,,,,
5204,0.56,GRASSY BROOK PARK,District,,,,,,,,,,,
5205,0.09,OAKLAND ROAD PARK,Community,,,,,,,,,,,
5206,0.17,DARLINGTON DRIVE PARK,Neighbourhood,,,,,,,,,,,
5207,13.86484924,GOVERNORS BROOK DISTRICT PARK,District,,,,,,,,,,,
5208,0.71,STARFLOWER WAY COMMUNITY PARK,Community,,,,,,,,,,,
5209,1.6,SANDY RUN PARK,Neighbourhood,,,,,,,,,,,
5210,0.81,BONSAI DRIVE COMMUNITY PARK,Community,,,,,,,,,,,
5211,2.48,BEECHCREST DRIVE PARK,Community,,,,,,,,,,,
5212,1.49,ASTRAL DRIVE NEIGHBOURHOOD PARK,Neighbourhood,,,,,,,,,,,
5213,7.8,LARRY UTECK BOULEVARD COMMUNITY PARK,Community,,,,,,,,,,,
5214,3.08,MARY CLAYTON MEMORIAL PARK,Neighbourhood,,,,,,,,,,,
5215,3.6,UNNAMED PARK 3,Community,,,,,,,,,,,
5216,8.37,CHARLES P. ALLEN HIGH SCHOOL PARK,District,,,,,,,,,,,
5217,1.58,STERLING DRIVE PARK,Neighbourhood,,,,,,,,,,,
5218,0.27,UNNAMED PARK 9,Neighbourhood,,,,,,,,,,,
5219,1.859,LARKVIEW TERRACE PARK,Neighbourhood,,,,,,,,,,,
5220,1.55,ALABASTER WAY COMMUNITY PARK,Community,,,,,,,,,,,
5221,0.59,NORAWARREN DRIVE NEIGHBOURHOOD PARK,Neighbourhood,,,,,,,,,,,
5222,1.34,UNNAMED PARK 8,Community,,,,,,,,,,,
5223,0.23,BRIDGEVIEW DRIVE PARK,Neighbourhood,,,,,,,,,,,
5224,5.86,BAKER DRIVE COMMUNITY PARK,Community,,,,,,,,,,,
5225,0.27,HADLEY CRESCENT NEIGHBOURHOOD PARK,Neighbourhood,,,,,,,,,,,
5226,9.16,UNNAMED PARK 7,Community,,,,,,,,,,,
5227,0.47,ROSLEY ROAD PARK,Neighbourhood,,,,,,,,,,,
5228,0.47,SACKVILLE CROSS ROAD COMMUNITY PARK,Community,,,,,,,,,,,
5229,0.24,SHADY VISTA DRIVE PARK,Neighbourhood,,,,,,,,,,,
5231,46.45,MUSQUODOBOIT TRAIL AT GREENWAY,,,,,,,,,,,,
5232,0.57,UNNAMED PARK 4,,,,,,,,,,,,
5233,2.17,MCCABE LAKE DRIVE PARK,Community,,,,,,,,,,,
5234,0.31,RAFTING DRIVE NEIGHBOURHOOD PARK,Neighbourhood,,,,,,,,,,,
5235,2.13,UNNAMED PARK AMESBURY GATE 1,Community,,,,,,,,,,,
5236,0.07,UNNAMED PARK AMESBURY GATE 2,Community,,,,,,,,,,,
5237,0.69,SUMMER FIELD WAY PARK,,,,,,,,,,,,
5238,0.09,MANSION AVENUE NEIGHBOURHOOD PARK,Neighbourhood,,,,,,,,,,,
5239,0.1,MELHAM DRIVE COMMUNITY PARK,Community,,,,,,,,,,,
5240,0.57,SAVOY AVENUE COMMUNITY PARK,Community,,,,,,,,,,,
5242,5.68,ABBINGTON AVENUE COMMUNITY PARK,Community,,,,,,,,,,,
5243,2.11,AMESBURY GATE COMMUNITY PARK,Community,,,,,,,,,,,
5244,0.06,UNNAMED PARK 19,,,,,,,,,,,,
5245,0.08,UNNAMED PARK 20,,,,,,,,,,,,
5246,0.2,UNNAMED PARK 21,,,,,,,,,,,,
5247,0.21,TITANIUM CRESCENT PARK,Neighbourhood,,,,,,,,,,,
5248,0.21,TRAVERTINE COURT PARK,Neighbourhood,,,,,,,,,,,
5251,8.24,BEARPAW DRIVE PARK,Community,,,,,,,,,,,
5253,0.14,EVANDALE LANE PARK,Neighbourhood,,,,,,,,,,,
5254,0.24,KERRI LEA LANE PARK,Neighbourhood,,,,,,,,,,,
5255,0.3,BRADFORD PLACE PARK,Neighbourhood,,,,,,,,,,,
5256,0.14,HILDEN DRIVE PARK,Neighbourhood,,,,,,,,,,,
5257,0.98,HOGAN COURT PARK,Community,,,,,,,,,,,
5258,4.65,SAWGRASS DRIVE PARK,Community,,,,,,,,,,,
5259,0.67,CORONATION AVENUE PARK,Neighbourhood,,,,,,,,,,,
5260,0.7,FRIESIAN COURT PARK,Community,,,,,,,,,,,
5261,1.65,BROAD STREET PARK,Neighbourhood,,,,,,,,,,,
5262,4.01,MIDNIGHT RUN PARK,Community,,,,,,,,,,,
5263,1.327,AZURE COURT PARK,Community,,,,,,,,,,,
5264,1.677,GASPEREAU RUN PARK,Community,,,,,,,,,,,
5265,0.814,UNNAMED PARK 22,Community,,,,,,,,,,,
5266,3.21,CHERRY BROOK LAKE LOON PARK,,,,,,,,,,,,
5267,4.657,UNNAMED PARK 23,Community,,,,,,,,,,,
5268,4.153,BOSUN RUN PARK,Community,,,,,,,,,,,
5269,2.738,CUTLER AVENUE PARK,District,,,,,,,,,,,
5270,0.052,IMPEROYAL PARK,Neighbourhood,,,,,,,,,,,
5271,3.99,ROCKCLIFFE DRIVE PARK,Community,,,,,,,,,,,
5272,1.14,DARJEELING DRIVE PARK,Neighbourhood,,,,,,,,,,,
5273,1.29,GRENOBLE COURT PARK,Community,,,,,,,,,,,
5274,0.813,SAINT PETER'S CEMETERY,CEMETERY,,,,,,,,,,,
5275,0.787,SAINT PAUL'S CEMETERY,CEMETERY,,,,,,,,,,,
5276,2.81,MOUNT HERMON CEMETERY,CEMETERY,,,,,,,,,,,
5277,6.706,CAMP HILL CEMETERY,CEMETERY,,,,,,,,,,,
5278,6.768,FAIRVIEW LAWN CEMETERY,CEMETERY,,,,,,,,,,,
5279,0.135,UNNAMED PARK 24,Neighbourhood,,,,,,,,,,,
5280,0.067,UNNAMED PARK 25,Neighbourhood,,,,,,,,,,,
5281,73.34774986,UNNAMED PARK 26,Regional,,,,,,,,,,,
5282,0.11148,SAMAA COURT PARK,Neighbourhood,,,,,,,,,,,
5283,5.86,UNNAMED PARK 27,Neighbourhood,,,,,,,,,,,
5284,0.1524167,PARK ROAD PARK,,,,,,,,,,,,
5285,0.03344,UNNAMED PARK 28,,,,,,,,,,,,
5286,0.171,ANGLER DRIVE COMMUNITY PARK,Community,,,,,,,,,,,
5287,137.0798609,SHAW WILDERNESS PARK,Regional,,,,,,,,,,,
5288,0.09449525,HIGHFIELD PARK,Neighbourhood,,,,,,,,,,,
